@Relation art_testing.arff

@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE win {-1,1}

@DATA
-0.143,-0.613,-0.549,-0.318,-0.475,1
0.786,0.246,-0.039,-0.202,0.685,1
0.888,-0.067,0.783,-0.419,-0.982,1
0.919,-0.971,-0.576,0.087,0.179,-1
-0.712,-0.416,-0.121,0.244,0.211,1
0.292,0.022,0.908,-0.13,-0.512,1
-0.428,0.444,0.915,0.927,-0.643,1
0.825,-0.5,-0.9,-0.526,0.646,1
-0.821,0.568,0.113,0.486,0.159,1
0.104,-0.554,-0.124,0.537,-0.179,1
0.771,-0.21,0.083,0.993,0.061,1
-0.06,-0.605,0.411,0.704,-0.02,1
0.915,-0.585,-0.52,0.4,0.698,1
-0.851,-0.82,0.56,-0.8,-0.786,1
0.649,0.716,0.958,0.025,-0.778,1
0.094,-0.473,-0.115,0.667,0.57,-1
0.099,-0.981,0.787,-0.776,0.882,1
-0.227,-0.523,0.476,0.174,-0.536,1
-0.008,-0.589,-0.156,0.21,0.414,1
0.952,0.579,0.458,0.825,0.287,1
0.313,-0.764,-0.198,0.603,-0.188,1
0.356,0.711,-0.772,0.722,0.374,1
-0.678,0.898,0.184,0.995,0.869,-1
0.998,0.844,-0.483,-0.61,-0.063,1
-0.672,0.515,-0.049,-0.212,0.531,-1
-0.361,0.15,-0.637,-0.62,-0.856,1
0.484,0.57,0.729,-0.604,-0.35,1
0.405,-0.757,-0.86,0.067,0.429,-1
0.068,0.818,-0.529,-0.832,0.263,1
0.448,0.268,-0.519,-0.205,-0.435,1
0.488,0.805,0.295,0.647,0.342,1
-0.881,-0.282,-0.95,-0.2,0.894,-1
0.811,0.793,0.531,0.475,0.556,1
-0.792,-0.28,0.471,0.338,-0.613,1
-0.316,-0.433,0.147,0.46,0.948,1
-0.188,0.009,-0.758,-0.458,-0.948,1
0.706,-0.136,0.753,0.474,-0.422,1
-0.558,0.084,0.395,0.134,0.507,1
0.817,0.271,0.794,-0.622,0.579,-1
-0.746,0.95,-0.654,-0.721,-0.988,1
-0.843,0.459,-0.174,0.71,-0.447,1
-0.813,0.288,0.712,-0.122,-0.925,1
0.525,-0.634,-0.144,0.575,0.298,-1
0.023,0.195,-0.702,-0.638,0.158,1
-0.975,0.682,0.164,0.626,0.889,-1
0.891,-0.712,0.048,-0.582,-0.73,1
-0.024,-0.896,0.268,0.899,-0.819,1
0.166,0.41,-0.174,-0.327,0.691,-1
-0.051,0.592,-0.109,0.014,0.122,1
0.525,0.76,-0.862,0.646,0.971,1
0.226,-0.76,-0.278,-0.926,0.24,-1
0.528,-0.645,-0.107,0.982,-0.337,1
-0.491,-0.918,-0.101,-0.217,-0.114,1
-0.538,0.615,-0.015,0.343,-0.796,1
-0.499,0.241,0.406,0.334,0.715,-1
-0.422,-0.636,0.116,-0.301,-0.133,1
-0.059,0.249,-0.05,-0.451,-0.758,1
0.681,-0.815,0.452,-0.889,-0.688,1
0.462,-0.905,0.295,-0.58,-0.912,1
0.475,0.287,-0.216,0.539,0.958,1
0.555,-0.555,-0.507,-0.846,-0.025,-1
-0.226,0.277,-0.469,0.788,0.847,-1
-0.829,-0.727,-0.133,0.581,0.655,1
0.467,-0.758,-0.642,0.477,0.127,1
0.02,-0.207,0.666,-0.325,0.547,-1
-0.987,-0.705,-0.387,-0.792,0.838,1
0.434,0.259,-0.308,0.951,0.906,1
0.166,0.165,-0.579,0.823,-0.909,1
0.221,0.387,0.735,-0.051,-0.496,1
-0.009,-0.789,-0.237,0.488,-0.722,1
0.124,-0.131,-0.446,0.409,-0.654,1
0.988,0.747,0.75,-0.738,-0.082,1
-0.493,0.436,0.957,0.25,-0.4,1
0.791,-0.473,0.674,-0.96,0.033,-1
-0.783,-0.308,0.847,0.352,-0.414,1
0.634,0.888,-0.945,-0.445,-0.699,1
-0.063,-0.958,-0.754,-0.454,-0.958,1
-0.825,-0.405,0.226,0.951,-0.39,1
-0.575,0.152,0.412,-0.527,-0.845,1
-0.377,0.085,-0.983,-0.431,0.067,-1
-0.866,-0.35,0.811,0.41,-0.554,1
-0.838,-0.756,-0.955,0.512,-0.811,1
0.427,0.601,-0.093,-0.337,-0.889,1
0.156,0.672,-0.297,-0.176,-0.995,1
0.508,-0.155,-0.328,-0.574,-0.103,1
-0.759,-0.53,-0.305,0.488,-0.997,1
0.861,0.647,0.357,0.88,0.461,1
-0.967,-0.451,-0.758,0.207,0.599,1
-0.407,0.571,0.625,0.351,-0.253,1
-0.175,0.567,0.53,0.043,0.584,-1
-0.286,-0.66,0.009,0.412,-0.289,1
-0.348,0.106,0.937,-0.145,-0.926,1
0.893,-0.537,-0.463,-0.147,-0.751,1
0.768,0.998,-0.188,-0.857,0.983,1
0.163,-0.777,-0.852,-0.159,0.294,-1
-0.703,0.241,-0.352,0.739,0.697,-1
-0.921,0.844,0.54,-0.172,0.246,-1
-0.733,-0.347,-0.797,0.818,-0.264,1
-0.891,-0.595,0.794,0.481,0.252,1
0.752,0.36,-0.762,-0.845,0.425,1
0.416,0.266,-0.931,-0.377,-0.951,1
0.322,0.446,-0.371,-0.59,-0.421,1
0.232,-0.262,0.024,0.885,0.356,-1
-0.009,0.072,-0.94,-0.57,-0.617,1
0.899,-0.601,-0.57,0.376,-0.665,1
-0.482,0.831,0.558,0.723,-0.777,1
-0.207,-0.77,0.145,-0.159,-0.506,1
-0.597,0.642,0.966,-0.215,0.524,-1
0.946,-0.63,-0.129,0.095,0.959,-1
0.893,0.139,0.395,-0.857,-0.528,1
-0.913,0.668,0.98,0.018,0.734,1
0.367,-0.728,-0.064,-0.305,0.605,-1
0.544,-0.311,0.486,0.781,0.828,-1
0.631,-0.674,-0.213,-0.781,-0.735,1
-0.933,-0.848,-0.491,0.647,0.573,1
0.629,0.357,0.523,0.498,0.875,-1
0.631,-0.8,-0.497,0.597,0.78,-1
0.606,0.495,-0.115,-0.467,-0.169,1
-0.489,0.156,0.489,-0.908,0.076,1
0.719,-0.055,-0.651,-0.866,0.955,1
-0.388,-0.912,-0.806,-0.036,-0.052,1
-0.801,-0.768,0.483,0.516,-0.196,1
-0.397,-0.915,-0.682,-0.806,-0.152,1
-0.279,-0.019,-0.582,0.931,-0.273,1
-0.721,0.248,0.57,-0.394,0.064,1
0.353,-0.782,0.217,0.025,0.293,1
0.227,-0.485,-0.535,0.029,0.455,-1
-0.5,-0.917,0.51,0.991,0.704,1
-0.295,-0.528,-0.506,0.916,-0.742,1
0.699,0.556,-0.946,0.225,0.271,1
-0.134,-0.208,0.912,0.206,-0.153,1
0.428,0.711,0.744,-0.145,-0.766,1
-0.725,-0.182,-0.055,0.088,0.689,1
-0.395,0.243,0.37,-0.705,-0.386,1
-0.689,0.642,-0.52,-0.169,-0.575,1
-0.28,0.687,0.136,-0.439,0.259,-1
-0.597,-0.4,-0.161,0.326,0.047,1
-0.087,-0.222,-0.04,0.466,0.786,-1
-0.96,0.6,0.817,-0.85,-0.197,1
0.062,0.14,-0.976,-0.271,-0.594,1
-0.897,-0.726,0.838,0.651,-0.057,1
-0.662,0.887,-0.641,-0.55,0.342,1
0.753,0.985,-0.406,-0.699,-0.831,1
-0.898,-0.783,0.543,0.387,-0.332,1
-0.081,0.521,-0.839,0.999,-0.96,1
0.949,-0.209,-0.1,0.619,-0.455,1
0.674,-0.234,-0.684,-0.073,-0.823,1
-0.192,-0.996,0.205,-0.649,0.311,1
0.006,-0.535,0.402,-0.248,0.2,1
-0.662,0.41,-0.23,0.776,-0.955,1
0.499,0.748,-0.721,0.405,0.711,1
0.536,-0.905,-0.48,0.863,0.481,-1
-0.797,0.076,-0.662,0.088,-0.316,1
0.144,0.466,0.664,-0.846,-0.641,1
0.443,-0.564,0.893,-0.244,-0.072,1
0.495,-0.295,0.424,0.546,-0.709,1
-0.481,-0.829,-0.308,0.182,0.832,1
-0.038,-0.217,-0.479,0.714,0.68,-1
0.854,-0.657,-0.06,-0.329,0.114,-1
-0.375,-0.186,0.191,-0.795,-0.127,1
0.862,0.283,-0.287,0.868,-0.37,1
-0.393,-0.793,0.964,-0.519,0.075,1
-0.43,0.643,0.409,-0.444,-0.078,-1
0.392,0.818,0.622,0.894,0.261,1
-0.573,0.939,-0.992,-0.755,-0.805,1
0.468,0.314,0.582,-0.278,-0.178,1
-0.122,0.377,0.156,0.875,-0.042,1
-0.234,0.355,-0.98,-0.984,-0.622,1
0.6,-0.051,-0.899,-0.807,-0.039,1
0.57,0.116,-0.715,-0.568,0.881,1
0.36,0.047,0.376,-0.811,-0.828,1
-0.926,0.109,-0.593,-0.483,0.161,1
0.273,0.714,0.243,0.637,-0.886,1
-0.305,0.988,-0.299,0.248,-0.399,1
0.728,-0.351,-0.46,-0.776,0.986,-1
0.695,-0.426,-0.702,0.1,-0.723,1
0.28,0.116,0.803,-0.146,0.773,-1
0.057,-0.137,-0.703,0.437,-0.257,1
-0.931,0.667,-0.874,0.486,-0.714,1
0.156,0.573,-0.258,-0.174,-0.408,1
0.9,-0.506,-0.14,-0.706,0.772,-1
-0.078,-0.046,0.369,-0.087,-0.775,1
-0.555,0.373,0.288,0.241,0.222,1
-0.44,-0.187,-0.556,0.883,-0.283,1
-0.647,0.048,-0.141,0.684,-0.771,1
0.054,-0.774,0.644,-0.235,-0.974,1
0.155,-0.387,-0.28,-0.537,-0.329,1
-0.346,0.577,-0.25,-0.675,-0.725,1
-0.727,-0.361,0.49,-0.02,-0.867,1
-0.199,-0.629,-0.581,0.639,0.336,1
-0.118,-0.435,-0.19,0.594,-0.834,1
0.177,-0.498,-0.213,-0.424,-0.21,1
-0.991,-0.678,0.741,0.466,0.338,1
0.934,0.717,-0.622,0.671,0.724,1
-0.992,0.836,-0.624,-0.787,0.86,-1
0.698,-0.958,-0.868,0.549,-0.734,1
-0.14,-0.305,-0.708,0.104,0.954,-1
-0.139,0.671,0.336,-0.056,-0.007,1
-0.967,-0.282,-0.216,-0.939,0.563,1
0.491,0.447,0.944,-0.351,-0.524,1
-0.46,-0.16,-0.041,-0.549,-0.21,1
-0.887,0.763,0.512,-0.349,0.167,1
-0.101,-0.859,-0.238,0.481,-0.426,1
0.479,0.486,0.999,0.287,-0.956,1
0.901,0.811,0.147,0.479,0.922,1
0.638,0.392,0.483,-0.814,-0.396,1
0.578,-0.056,0.11,0.366,-0.965,1
-0.292,-0.54,-0.499,-0.044,0.473,-1
-0.841,-0.533,-0.618,0.722,0.733,1
-0.083,0.398,0.833,0.709,0.349,-1
0.254,-0.293,-0.356,-0.96,-0.882,1
-0.001,-0.334,-0.427,0.45,0.424,-1
0.742,-0.866,-0.846,-0.127,-0.622,1
-0.085,-0.147,0.628,-0.455,0.57,-1
-0.057,0.925,-0.027,0.346,-0.721,1
-0.329,0.565,-0.335,0.512,0.356,1
0.522,-0.053,0.254,0.007,-0.974,1
-0.777,-0.048,-0.166,-0.579,-0.078,1
0.437,-0.03,-0.57,0.965,0.508,1
-0.187,0.724,-0.82,-0.122,-0.414,1
-0.035,-0.396,-0.209,0.964,-0.872,1
0.894,0.379,0.21,-0.421,0.214,1
0.871,-1.0,0.266,-0.47,0.057,-1
0.233,-0.648,0.67,-0.876,-0.026,1
0.347,-0.159,-0.75,0.543,-0.226,1
-0.491,0.366,0.473,0.631,0.861,-1
0.705,0.419,0.73,-0.223,0.681,-1
0.935,0.535,-0.607,-0.347,0.9,1
0.621,0.032,-0.616,-0.927,0.705,1
0.444,-0.787,-0.323,0.769,0.37,-1
-0.65,0.932,0.847,-0.389,0.152,-1
0.578,0.518,0.781,-0.304,0.908,-1
0.585,0.456,0.59,0.835,-0.022,1
0.3,-0.161,-0.513,0.451,-0.514,1
0.837,-0.169,0.039,0.781,-0.477,1
0.872,0.809,-0.554,-0.737,0.811,1
-0.645,0.188,-0.221,-0.485,0.401,-1
0.189,-0.436,0.311,0.628,0.982,-1
0.272,0.344,-0.626,-0.123,-0.696,1
-0.306,0.675,-0.843,-0.554,0.095,1
-0.508,-0.199,-0.262,0.597,-0.792,1
0.115,0.323,0.912,-0.906,-0.413,1
0.787,-0.588,-0.907,0.515,-0.192,1
0.569,-0.72,0.739,0.126,-0.819,1
-0.01,-0.221,-0.766,0.602,-0.225,1
0.319,0.092,-0.869,-0.068,0.681,1
-0.697,-0.891,-0.937,-0.984,0.051,1
0.597,-0.613,0.321,0.019,-0.391,1
-0.398,0.655,0.708,0.096,-0.872,1
-0.126,0.935,0.082,-0.659,-0.087,1
-0.355,0.683,0.581,0.482,0.258,-1
-0.858,0.939,-0.03,0.991,-0.695,1
0.014,0.005,0.753,0.881,-0.139,1
-0.6,0.763,-0.401,-0.926,-0.41,1
-0.707,0.172,-0.643,-0.486,-0.497,1
-0.007,0.162,-0.587,0.904,-0.179,1
0.704,-0.46,-0.209,0.29,-0.536,1
