@Relation Hao_testing_B.arff

@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE 9 NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE 11 NUMERIC
@ATTRIBUTE 12 NUMERIC
@ATTRIBUTE win {-1,1}

@DATA
-0.147,-0.585,0.454,0.392,-0.113,-0.43,-0.88,0.724,0.314,0.093,-0.894,0.003,-1
0.534,0.354,-0.385,-0.792,-0.853,-0.072,-0.148,0.156,0.663,-0.483,-0.868,0.745,1
0.373,0.057,-0.557,-0.31,-0.277,-0.346,-0.089,-0.554,0.021,0.544,-0.818,0.887,1
-0.366,-0.799,0.208,0.822,-0.652,0.214,0.036,-0.218,0.3,0.668,0.201,-0.135,1
-0.16,0.135,-0.693,-0.093,-0.137,-0.783,0.898,-0.057,0.747,0.147,-0.112,0.549,1
0.435,-0.1,0.525,-0.006,-0.75,-0.532,0.377,0.996,-0.743,-0.608,0.255,0.971,-1
0.304,-0.336,-0.639,-0.826,-0.371,-0.936,-0.065,0.34,0.939,-0.025,0.594,0.484,1
0.629,-0.779,-0.742,-0.662,-0.461,-0.397,-0.508,0.699,-0.437,0.183,0.161,-0.456,-1
0.001,-0.994,0.818,0.278,0.993,-0.814,0.176,0.94,-0.482,-0.758,0.706,0.362,1
-0.809,-0.073,-0.251,0.915,0.718,-0.85,-0.71,0.641,-0.746,0.743,-0.703,-0.263,-1
-0.527,-0.371,-0.327,-0.349,0.945,0.31,0.061,0.964,-0.49,0.386,-0.946,-0.963,-1
0.94,0.38,0.854,0.072,-0.507,-0.742,0.052,0.203,-0.619,-0.254,-0.416,-0.176,-1
0.87,-0.199,0.288,0.996,-0.918,-0.385,0.909,-0.015,-0.018,-0.549,-0.303,0.598,-1
0.327,-0.824,0.167,0.3,0.892,-0.824,0.578,0.806,-0.916,0.711,-0.962,0.914,-1
0.881,-0.171,-0.859,0.113,0.066,0.359,0.059,-0.608,0.477,0.599,-0.63,0.551,1
-0.248,0.685,0.241,0.741,-0.63,-0.346,0.826,-0.019,-0.504,-0.486,0.576,-0.11,-1
-0.837,-0.503,0.218,0.182,-0.865,-0.968,0.261,0.396,0.223,-0.262,0.664,0.496,1
-0.282,0.285,-0.559,-0.661,-0.275,0.106,0.186,-0.548,0.319,-0.654,0.018,-0.942,1
0.715,-0.154,0.582,-0.791,0.894,0.933,-0.246,0.984,0.704,-0.679,-0.84,-0.436,-1
-0.432,0.855,0.574,-0.645,-0.948,-0.376,0.076,0.688,-0.505,-0.575,-0.541,-0.562,-1
0.314,0.115,0.114,0.421,-0.687,0.134,0.91,-0.398,0.999,-0.82,0.343,0.528,1
-0.519,-0.282,-0.104,-0.675,-0.955,0.435,-0.08,0.208,0.242,0.237,0.673,-0.26,1
-0.123,0.66,0.532,0.711,-0.159,0.208,0.321,0.259,-0.749,0.986,-0.164,0.505,-1
0.143,0.644,0.989,0.532,0.166,-0.241,-0.42,-0.872,0.302,-0.58,-0.273,0.369,1
0.44,-0.235,0.814,0.465,-0.073,0.822,0.93,-0.247,-0.77,0.308,0.956,-0.81,1
0.62,-0.47,-0.962,0.845,-0.193,-0.474,0.258,0.54,0.224,0.481,0.08,0.677,1
0.746,0.757,0.339,0.886,-0.084,-0.838,-0.903,0.97,-0.524,-0.969,0.479,0.33,1
0.268,-0.823,-0.864,0.112,0.378,-0.015,-0.208,-0.438,0.462,0.265,0.807,-0.164,1
-0.478,0.881,-0.958,-0.942,0.982,0.169,0.116,-0.115,0.058,-0.656,-0.902,0.963,-1
0.897,0.579,0.456,-0.56,-0.28,0.133,-0.011,-0.73,-0.354,0.63,0.312,0.492,1
-0.35,0.223,-0.74,0.103,-0.2,-0.291,0.861,-0.858,0.683,0.297,-0.224,0.722,1
0.155,0.576,0.423,0.09,0.094,0.183,0.497,-0.067,0.949,-0.811,0.869,-0.835,1
-0.924,-0.429,-0.838,-0.707,-0.13,-0.413,-0.52,0.758,-0.624,0.389,-0.04,0.132,-1
-0.28,-0.92,0.408,-0.518,0.854,0.615,-0.171,0.793,0.161,0.788,0.135,0.724,1
-0.814,0.614,-0.403,0.027,-0.797,-0.705,0.938,0.965,-0.979,0.945,0.539,0.929,-1
0.757,0.479,-0.339,-0.794,-0.33,-0.982,0.716,-0.408,-0.486,-0.42,-0.923,-0.662,-1
-0.591,0.414,-0.649,-0.337,-0.437,-0.041,-0.523,0.446,-0.373,-0.656,-0.673,-0.308,-1
0.575,-0.6,0.105,0.733,-0.752,-0.198,-0.687,0.625,0.332,0.554,-0.187,-0.914,1
0.939,-1.0,-0.611,0.351,-0.556,0.389,0.168,-0.731,-0.17,-0.93,-0.475,0.144,-1
0.578,-0.577,-0.435,-0.552,0.073,0.879,0.764,0.211,0.214,-0.799,0.387,0.618,-1
-0.477,0.473,-0.817,-0.33,-0.605,0.528,0.822,-0.277,0.945,-0.903,0.136,-0.739,1
0.409,-0.118,0.163,-0.304,0.569,0.036,0.186,0.166,-0.31,-0.91,0.317,-0.842,-1
-0.343,-0.795,-0.933,0.844,-0.157,0.533,-0.674,-0.314,-0.038,0.383,0.224,-0.236,1
-0.461,0.572,0.371,-0.327,0.804,0.7,0.792,-0.954,-0.357,0.265,0.635,-0.004,1
-0.947,0.865,0.852,0.878,-0.77,0.343,-0.627,0.532,-0.515,0.619,0.402,-0.321,-1
-0.913,-0.781,-0.407,-0.426,-0.024,-0.717,0.71,-0.541,0.033,-0.88,-0.197,0.848,1
0.898,0.647,-0.767,0.32,0.529,0.865,-0.4,0.86,0.24,-0.331,0.159,-0.622,1
0.301,-0.717,0.409,-0.6,0.722,0.817,-0.786,0.66,-0.512,0.506,0.634,-0.297,-1
-0.627,-0.545,0.711,-0.576,-0.041,-0.47,0.987,0.373,0.081,-0.442,0.564,0.828,1
-0.468,-0.925,0.398,0.205,-0.392,-0.73,-0.905,-0.407,-0.501,-0.936,0.577,-0.029,1
0.82,-0.428,-0.306,0.442,0.081,0.931,-0.895,-0.664,-0.681,0.106,0.41,-0.128,1
0.44,-0.65,-0.995,-0.965,-0.1,-0.748,0.606,-0.198,0.275,-0.538,-0.799,0.538,-1
0.575,0.14,-0.82,-0.855,0.597,0.807,0.134,-0.814,-0.792,0.236,-0.684,0.723,-1
-0.718,-0.055,0.236,-0.457,0.328,0.406,0.29,0.361,0.201,-0.855,0.232,-0.92,1
0.101,0.978,0.462,-0.798,-0.177,-0.327,0.957,0.921,-0.122,-0.152,-0.159,-0.169,-1
-0.894,-0.35,0.08,-0.944,-0.363,-0.146,0.161,0.708,0.588,0.095,0.158,-0.273,1
0.261,0.103,0.2,0.894,-0.923,0.637,-0.44,0.121,0.239,0.662,0.3,0.702,1
0.728,0.123,0.156,-0.051,0.298,0.244,0.638,-0.518,0.802,-0.515,0.482,0.745,1
0.842,0.248,0.717,0.234,0.182,0.685,-0.69,-0.998,0.491,-0.92,-0.361,0.576,1
0.573,-0.638,-0.122,0.614,0.266,-0.981,0.384,-0.02,-0.112,0.29,0.782,0.99,1
-0.57,-0.058,-0.569,0.643,0.013,-0.869,0.037,-0.917,0.989,0.55,-0.521,0.044,1
-0.866,0.347,-0.729,0.977,-0.73,0.017,0.442,0.747,0.246,-0.37,-0.596,-0.681,-1
-0.624,0.484,-0.634,-0.922,-0.985,0.627,-0.136,0.667,0.112,-0.602,-0.502,-0.972,-1
0.061,0.248,-0.934,0.088,0.51,0.35,-0.231,-0.762,0.823,-0.195,-0.309,0.197,1
-0.966,-0.642,-0.294,-0.951,-0.84,0.567,0.291,0.147,-0.728,0.859,0.304,0.057,1
-0.326,-0.253,0.517,-0.637,-0.158,0.43,-0.762,-0.416,0.245,0.328,-0.5,0.498,1
-0.586,0.404,-0.585,-0.536,-0.874,0.949,-0.6,0.724,-0.692,-0.247,0.625,0.619,-1
-0.577,-0.855,0.619,-0.677,0.315,-0.741,0.305,0.723,-0.22,-0.735,0.873,0.151,1
-0.205,0.762,-0.583,-0.239,0.839,0.015,-0.52,0.308,-0.318,-0.14,-0.469,0.278,-1
0.494,0.687,-0.727,0.282,0.803,0.129,-0.684,0.449,-0.664,-0.257,0.144,-0.097,1
-0.505,0.354,0.908,-0.959,-0.975,0.375,-0.824,-0.203,0.014,0.383,0.09,0.767,1
-0.636,-0.483,0.317,0.019,0.77,-0.466,0.701,-0.364,-0.745,0.44,0.733,0.075,1
0.098,-0.919,-0.715,-0.239,-0.623,-0.718,-0.374,0.617,0.334,-0.231,0.083,0.92,-1
0.156,0.36,-0.532,0.89,0.931,0.378,0.418,0.342,0.124,-0.825,0.623,-0.593,-1
0.183,0.576,-0.315,0.15,-0.805,0.27,0.757,0.158,0.885,-0.71,-0.671,0.834,1
-0.399,-0.643,-0.114,-0.519,-0.698,0.949,0.155,-0.213,0.638,0.487,-0.383,0.529,1
-0.352,-0.283,0.861,-0.395,0.021,-0.257,0.019,-0.574,0.026,-0.22,0.242,0.84,1
-0.29,-0.647,-0.453,-0.294,0.044,0.174,-0.975,-0.619,0.239,-0.026,-0.065,0.301,1
-0.009,-0.438,-0.024,0.163,0.986,-0.498,-0.348,0.643,-0.832,-0.052,0.584,0.911,-1
0.297,0.991,0.58,-0.685,-0.911,0.579,0.28,-0.813,0.576,-0.716,0.534,0.815,1
-0.555,-0.992,-0.646,-0.063,0.705,-0.016,0.228,-0.855,-0.093,0.813,-0.977,0.3,1
0.818,0.683,0.323,-0.523,0.322,-0.341,-0.699,0.476,0.436,-0.781,0.318,0.89,1
0.15,0.93,0.273,-0.494,0.896,0.051,-0.831,0.955,0.968,-0.448,0.404,0.067,1
-0.269,0.712,-0.226,0.288,-0.001,0.632,-0.336,-0.921,-0.813,0.673,0.365,-0.165,1
-0.441,0.53,0.436,-0.184,-0.681,-0.982,0.375,0.845,0.343,-0.47,-0.943,0.092,-1
-0.066,0.794,0.434,-0.379,0.482,0.253,0.561,-0.424,0.948,0.499,0.836,0.789,1
-0.882,-0.803,-0.952,0.793,0.447,0.344,-0.159,0.147,0.809,-0.801,0.749,-0.623,1
-0.997,-0.944,-0.883,-0.729,0.529,-0.279,0.022,0.368,0.888,-0.739,0.758,-0.753,1
0.143,0.41,-0.98,-0.904,-0.986,-0.632,0.0,0.882,0.952,0.833,0.999,0.7,1
-0.247,-0.487,-0.02,0.062,-0.802,-0.821,-0.862,0.508,-0.831,-0.482,0.0,-0.499,-1
0.421,0.662,0.189,-0.703,0.288,0.577,0.847,-0.873,0.518,-0.504,0.117,-0.7,1
-0.904,-0.039,-0.71,0.024,-0.814,0.644,0.52,-0.38,-0.41,0.729,-0.376,0.987,-1
-0.304,0.368,-0.018,0.701,0.314,-0.411,0.601,0.562,-0.043,-0.318,-0.353,0.612,-1
-0.938,-0.279,-0.357,0.597,-0.013,0.44,0.177,0.056,-0.781,-0.893,-0.137,0.134,-1
0.707,-0.837,-0.318,-0.443,0.586,-0.67,-0.219,-0.42,-0.022,-0.888,-0.311,-0.674,-1
-0.261,-0.292,-0.058,0.052,-0.609,0.802,0.494,-0.482,0.47,-0.743,0.78,0.156,1
0.336,-0.298,-0.15,-0.016,0.837,-0.493,-0.229,0.685,-0.765,-0.897,0.461,0.101,-1
0.905,-0.158,0.322,-0.746,0.717,0.137,0.205,0.516,-0.552,-0.484,0.476,0.24,-1
-0.098,0.307,-0.515,-0.19,0.922,0.719,0.578,0.174,-0.965,-0.476,0.248,-0.102,-1
-0.83,0.546,0.74,-0.83,0.267,-0.183,0.43,0.612,0.243,0.701,-0.119,-0.593,1
0.367,0.759,0.607,-0.62,0.127,-0.286,0.014,-0.368,0.235,-0.114,0.595,0.594,1
0.827,0.019,-0.764,-0.815,-0.992,-0.968,-1.0,-0.782,0.928,-0.521,0.768,-0.412,1
0.041,-0.242,-0.94,0.097,0.36,-0.431,-0.872,-0.74,0.966,0.637,-0.824,0.845,1
0.383,-0.467,0.667,-0.574,0.707,-0.578,0.045,-0.508,-0.57,0.662,0.687,0.691,1
0.193,-0.199,-0.022,0.193,-0.222,-0.77,0.583,0.267,-0.979,-0.77,-0.446,-0.144,-1
-0.183,-0.675,-0.913,-0.573,0.186,-0.545,0.122,-0.876,0.028,0.797,0.162,-0.65,1
-0.674,-0.447,0.369,-0.591,0.917,0.991,0.088,-0.988,0.0,0.974,0.794,-0.068,1
0.749,-0.501,0.937,-0.258,-0.214,0.548,0.374,-0.252,0.729,0.542,0.319,-0.74,1
-0.964,0.162,-0.302,-0.648,-0.281,0.0,-0.563,0.878,0.526,0.211,-0.81,-0.504,-1
-0.003,0.795,-0.137,0.929,-0.934,0.236,0.19,0.089,-0.947,-0.123,-0.034,-0.178,1
0.119,0.03,-0.307,0.477,-0.259,-0.726,-0.646,0.389,-0.739,0.603,0.149,-0.379,1
-0.803,0.687,0.131,-0.737,-0.18,0.985,-0.534,-0.006,-0.337,0.175,-0.084,0.45,-1
0.528,-0.102,-0.422,0.311,-0.152,0.324,0.809,-0.22,0.773,-0.47,-0.262,-0.3,1
0.495,0.827,-0.469,-0.081,0.168,0.103,0.876,0.413,-0.712,0.009,-0.232,-0.341,-1
0.097,-0.424,0.164,0.47,-0.728,0.01,0.536,0.808,0.927,-0.151,0.945,0.384,1
-0.554,-0.045,-0.787,0.504,-0.507,-0.205,0.063,0.517,0.204,0.348,0.832,0.229,1
0.603,-0.489,0.944,-0.601,0.27,0.035,-0.939,0.657,0.505,-0.13,-0.498,0.316,-1
0.684,-0.726,-0.188,-0.381,0.655,-0.994,0.553,-0.272,-0.767,0.817,-0.907,0.614,-1
0.135,-0.526,-0.127,-0.546,0.451,0.457,-0.707,-0.361,-0.864,0.055,0.491,-0.031,1
-0.349,-0.436,-0.746,0.952,0.235,-0.527,-0.899,0.98,-0.098,0.753,-0.019,0.343,-1
0.759,-0.408,0.521,-0.245,0.891,0.241,-0.185,-0.482,-0.275,0.893,0.499,0.058,1
-0.931,-0.395,-0.302,0.103,-0.346,0.524,0.669,-0.191,0.554,-0.428,-0.956,0.296,1
-0.775,0.81,0.357,0.208,-0.641,-0.17,-0.951,0.102,0.129,-0.637,0.63,0.92,1
0.637,-0.066,-0.063,-0.146,-0.866,0.022,-0.44,-0.382,0.782,0.218,-0.985,-0.948,1
-0.072,0.86,-0.43,-0.267,-0.342,-0.02,-0.968,-0.246,0.035,-0.558,-0.101,-0.085,1
0.151,0.413,-0.384,0.746,-0.046,0.234,-0.521,-0.784,-0.983,-0.651,0.819,-0.986,1
0.299,0.358,-0.702,0.174,0.179,-0.735,0.951,0.822,-0.876,-0.623,-0.871,-0.869,-1
0.212,-0.177,-0.281,0.75,-0.409,-0.215,0.097,0.332,0.04,0.851,0.425,-0.446,1
0.281,-0.44,-0.396,0.777,-0.744,0.755,0.696,0.57,-0.383,0.282,-0.521,-0.007,-1
-0.644,0.335,-0.904,-0.878,0.985,0.879,0.744,0.819,-0.058,0.951,0.832,-0.262,1
0.194,-0.659,0.687,0.458,-0.562,0.061,0.097,0.429,-0.703,-0.961,-0.801,0.649,-1
-0.4,0.816,0.767,-0.611,-0.827,-0.502,0.155,0.622,-0.772,-0.658,0.71,-0.351,-1
-0.403,-0.178,0.869,-0.859,0.054,0.033,-0.89,0.957,-0.633,0.098,0.103,-0.318,-1
-0.335,0.684,0.016,0.432,0.065,-0.218,-0.898,-0.186,0.84,-0.567,-0.503,0.606,1
-0.111,-0.729,0.66,0.993,0.245,0.098,-0.732,-0.63,-0.552,0.183,0.583,-0.204,1
-0.704,0.688,-0.435,-0.308,-0.381,-0.974,-0.395,-0.724,0.435,-0.609,0.716,-0.96,1
-0.13,0.926,-0.554,-0.765,0.462,-0.645,0.756,0.505,0.022,0.359,0.735,-0.901,1
0.488,0.514,0.461,0.059,-0.261,0.822,0.524,0.819,-0.232,-0.135,0.206,-0.175,-1
0.593,-0.463,-0.889,0.709,0.454,-0.384,0.287,0.85,0.242,0.53,-0.203,-0.507,-1
-0.511,0.215,0.529,-0.181,0.217,0.228,-0.15,0.575,0.541,-0.746,-0.189,0.167,-1
0.862,0.772,-0.733,0.66,-0.101,-0.016,-0.191,-0.623,0.631,0.813,0.084,0.455,1
0.55,-0.571,0.295,0.286,-0.341,-0.27,-0.574,0.126,-0.01,-0.332,-0.275,0.336,-1
0.699,-0.373,0.515,-0.2,0.011,-0.462,-0.922,0.962,-0.485,0.837,-0.5,-0.111,-1
0.498,-0.134,-0.206,-0.917,-0.538,-0.068,0.447,0.46,0.672,0.883,0.507,-0.509,1
-0.334,-0.276,-0.349,0.295,-0.709,-0.968,0.452,-0.153,-0.051,0.246,0.737,0.088,1
0.832,-0.153,0.881,-0.976,0.562,0.151,-0.652,0.054,-0.782,0.691,0.339,-0.13,-1
-0.619,0.92,-0.226,0.449,-0.245,0.992,0.883,0.46,0.8,-0.132,0.028,0.12,1
-0.557,-0.623,-0.379,-0.88,0.897,0.714,0.806,0.493,0.059,0.229,-0.074,-0.099,1
-0.756,0.45,-0.823,-0.019,-0.791,-0.368,-0.519,-0.64,0.828,0.258,-0.828,0.729,1
0.656,0.444,-0.828,0.352,0.607,0.163,0.33,0.028,0.238,0.214,-0.199,-0.961,1
-0.673,0.067,-0.288,-0.711,0.337,0.932,0.529,-0.838,-0.114,0.654,-0.37,-0.687,1
0.034,0.816,-0.854,-0.292,0.095,-0.195,-0.588,-0.868,-0.59,0.859,-0.589,-0.116,1
-0.22,0.614,0.653,-0.741,-0.038,0.997,-0.207,0.234,-0.987,-0.4,0.39,0.113,-1
-0.14,0.565,-0.533,0.677,-0.295,0.047,-0.381,0.246,-0.055,0.687,-0.279,-0.139,1
0.72,-0.586,0.061,0.893,-0.064,-0.235,-0.522,0.336,0.487,-0.103,-0.287,-0.413,1
0.335,-0.112,-0.584,-0.423,0.735,-0.656,0.227,-0.57,-0.443,0.928,0.723,-0.641,1
0.939,0.387,0.08,-0.617,0.241,-0.209,-0.563,-0.098,-0.361,-0.333,-0.788,-0.251,1
-0.829,-0.577,-0.864,-0.081,-0.359,0.193,-0.426,-0.861,-0.761,-0.502,-0.571,-0.752,-1
-0.031,0.686,-0.841,-0.883,0.126,0.335,0.026,-0.393,-0.788,0.318,0.821,-0.068,1
-0.185,-0.134,-0.254,-0.698,-0.568,-0.951,-0.83,0.522,-0.807,-0.75,0.9,-0.421,-1
0.552,0.213,-0.141,0.909,0.103,0.779,0.384,0.738,-0.702,-0.582,0.554,0.82,-1
-0.249,0.793,0.352,0.413,0.665,-0.983,0.964,-0.006,0.819,-0.244,0.42,-0.659,1
0.987,-0.039,-0.241,-0.793,-0.65,-0.683,0.461,0.721,0.341,0.237,-0.705,-0.648,1
0.109,0.942,0.253,0.968,0.959,-0.216,0.826,0.79,0.497,0.597,-0.756,-0.63,-1
0.194,0.152,0.124,0.791,-0.728,0.164,-0.036,-0.745,-0.561,-0.055,0.084,-0.695,1
-0.811,0.454,0.773,-0.904,-0.12,0.41,0.54,0.722,-0.7,-0.575,-0.372,0.302,-1
0.656,-0.386,-0.478,-0.878,-0.183,-0.633,0.047,0.484,-0.585,0.415,0.559,0.273,-1
-0.732,0.357,-0.55,0.661,-0.786,0.5,0.522,0.68,0.054,-0.45,-0.016,-0.75,-1
0.775,0.686,0.749,0.15,-0.281,0.622,-0.94,0.886,-0.95,0.524,0.955,0.397,1
-0.87,-0.981,0.25,-0.696,-0.643,-0.01,-0.258,-0.152,-0.747,0.905,0.599,-0.038,1
-0.794,0.417,0.87,0.9,-0.222,0.574,0.21,-0.677,0.407,-0.23,-0.479,0.21,1
0.834,-0.914,0.337,0.974,0.901,0.233,0.151,0.929,0.68,0.988,-0.669,-0.188,1
-0.147,-0.114,0.136,0.731,0.327,-0.263,-0.963,-0.971,0.663,0.227,0.722,-0.479,1
0.99,0.995,-0.095,0.131,0.521,-0.666,0.293,-0.42,0.547,-0.898,0.966,0.872,1
-0.228,-0.863,0.663,0.747,-0.67,-0.599,0.725,0.647,-0.955,0.793,-0.037,-0.927,1
0.887,0.277,-0.865,0.891,0.766,0.738,0.417,0.324,0.924,0.14,-0.86,-0.14,1
-0.11,-0.801,-0.432,-0.093,-0.19,0.003,-0.756,-0.507,-0.241,0.516,0.508,-0.091,1
0.464,0.084,0.061,0.71,-0.02,-0.553,-0.69,-0.726,0.191,-0.418,-0.536,-0.942,1
0.996,0.394,0.208,0.848,0.049,0.894,0.469,-0.604,0.52,-0.824,-0.442,-0.732,1
