@Relation Hao_training_B.arff

@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE 9 NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE 11 NUMERIC
@ATTRIBUTE 12 NUMERIC
@ATTRIBUTE win {-1,1}

@DATA
0.873,0.478,0.818,0.723,-0.257,0.054,-0.852,-0.963,0.45,-0.449,-0.094,-0.711,1
-0.673,0.482,-0.371,0.94,-0.352,-0.342,0.404,-0.277,0.966,-0.158,0.084,-0.286,1
-0.052,0.955,-0.842,0.445,-0.28,-0.377,0.17,0.937,0.351,-0.455,-0.584,-0.972,1
-0.007,0.417,-0.617,-0.682,-0.166,0.44,-0.075,0.512,0.98,0.125,-0.786,0.247,1
0.254,0.519,0.302,-0.877,0.773,0.346,0.676,-0.444,-0.622,0.675,0.016,0.566,1
0.398,-0.637,0.522,-0.258,0.607,-0.258,-0.141,-0.397,0.698,-0.135,-0.146,-0.847,1
-0.974,-0.803,-0.578,-0.151,-0.85,-0.653,0.692,0.286,0.177,-0.959,0.942,0.508,1
-0.954,0.337,-0.915,0.306,0.399,-0.961,-0.112,0.063,-0.766,-0.806,0.978,0.267,-1
0.958,-0.174,-0.933,0.483,0.988,0.584,0.121,-0.8,-0.849,0.29,0.667,-0.68,1
-0.416,-0.228,0.757,0.012,-0.448,0.654,-0.163,-0.58,-0.732,-0.717,0.144,-0.079,1
-0.343,-0.94,0.602,-0.823,0.392,-0.5,0.082,-0.722,-0.351,0.943,0.377,0.918,1
0.074,-0.865,0.423,0.419,0.142,0.169,-0.721,0.367,0.356,0.738,-0.045,-0.877,1
-0.869,0.71,-0.634,-0.729,0.666,0.473,-0.187,-0.417,-0.894,0.18,0.786,0.377,1
0.917,-0.583,-0.204,0.905,0.219,0.456,-0.915,-0.052,0.065,0.913,-0.604,-0.47,1
-0.826,-0.86,0.212,-0.059,-0.407,0.439,-0.354,-0.663,0.363,0.009,-0.084,0.907,1
-0.23,-0.576,0.392,-0.169,-0.566,-0.915,-0.183,0.939,0.22,-0.415,-0.175,0.796,-1
0.009,-0.853,-0.953,-0.65,-0.003,0.753,0.327,0.891,0.856,0.482,0.328,-0.477,1
0.284,0.874,0.537,-0.536,-0.35,0.744,0.834,-0.416,0.482,-0.402,-0.152,-0.51,1
-0.136,-0.955,0.443,0.207,0.094,-0.919,0.461,0.377,0.197,0.351,0.82,-0.416,1
0.932,-0.642,0.96,-0.575,-0.001,-0.033,-0.143,0.23,0.754,0.131,0.887,-0.951,1
-0.723,0.081,-0.224,0.983,-0.168,-0.13,-0.564,0.901,0.74,-0.434,0.872,0.307,1
0.506,-0.036,0.375,-0.244,-0.135,0.995,-0.395,0.443,-0.927,0.845,-0.248,0.295,-1
0.3,-0.253,0.096,0.909,0.086,-0.78,0.867,0.761,-0.981,0.038,-0.503,-0.253,-1
-0.605,0.809,0.059,-0.305,0.832,0.295,-0.012,-0.447,-0.132,0.365,-0.485,0.9,-1
0.234,-0.713,0.86,0.219,0.041,0.477,0.517,-0.097,0.079,-0.11,-0.905,0.407,1
-0.972,0.713,-0.717,-0.037,-0.173,0.21,0.993,0.731,-0.622,-0.784,-0.393,0.388,-1
-0.204,0.506,-0.895,-0.3,-0.846,0.251,-0.575,-0.407,-0.081,-0.624,-0.141,0.76,1
-0.462,-0.105,-0.048,0.796,-0.183,-0.781,-0.832,-0.18,-0.518,-0.974,0.971,0.562,-1
0.522,-0.854,-0.458,0.87,-0.457,0.672,0.442,0.409,-0.519,-0.191,0.102,-0.75,-1
0.644,-0.778,0.455,0.454,-0.559,0.001,0.763,-0.196,0.308,0.366,0.126,0.094,1
0.002,-0.884,-0.26,-0.921,-0.143,0.986,0.148,-0.262,-0.079,-0.483,-0.124,-0.231,1
-0.048,0.696,0.831,-0.075,-0.04,-0.661,-0.152,-0.205,-0.658,0.584,0.52,0.507,1
-0.028,0.523,0.204,0.033,-0.199,0.591,0.94,-0.311,-0.797,-0.44,-0.277,0.572,-1
-0.525,0.129,-0.504,-0.798,-0.6,0.206,0.693,0.795,-0.899,-0.499,0.435,0.215,-1
0.109,0.789,0.636,0.317,-0.097,-0.068,-0.051,-0.635,-0.38,0.519,0.983,0.046,1
0.32,-0.438,0.85,0.175,0.42,-0.433,-0.828,-0.533,-0.077,0.974,-0.328,-0.952,1
0.239,-0.475,-0.227,-0.615,-0.272,-0.962,0.944,-0.163,0.368,0.689,-0.419,0.434,1
0.346,-0.356,0.097,0.942,0.97,-0.327,-0.603,-0.638,-0.176,0.243,-0.003,0.085,1
0.546,0.45,-0.885,-0.762,0.176,-0.297,0.392,0.736,-0.816,0.511,0.975,-0.586,1
-0.716,0.928,0.816,-0.489,0.31,-0.283,-0.802,-0.284,-0.085,0.86,0.839,-0.935,1
-0.686,-0.757,-0.906,0.446,0.469,-0.089,-0.91,-0.356,-0.115,-0.668,0.975,0.724,1
0.871,0.668,0.843,-0.657,0.247,-0.011,-0.338,-0.35,0.22,-0.933,-0.846,0.866,1
0.638,-0.869,0.62,0.888,-0.325,-0.923,0.282,0.211,0.618,-0.888,0.332,0.528,1
-0.516,0.487,-0.665,0.57,0.725,0.508,-0.81,0.586,0.712,-0.709,0.549,0.111,1
-0.086,0.071,0.964,-0.259,-0.587,0.566,0.641,-0.246,0.187,-0.341,0.41,0.278,1
0.687,0.921,0.856,-0.548,-0.634,-0.103,-0.72,0.022,0.031,0.484,-0.668,-0.648,1
-0.381,0.296,0.236,-0.199,-0.853,-0.193,0.648,0.084,-0.45,-0.086,0.715,-0.632,1
0.165,0.606,-0.365,-0.146,0.86,0.316,-0.172,-0.379,0.745,-0.04,-0.916,-0.252,1
-0.324,0.936,-0.288,0.745,0.68,0.559,0.58,-0.183,0.152,-0.502,0.557,0.71,1
0.331,0.159,-0.337,-0.328,-0.411,-0.41,-0.671,-0.935,0.552,-0.059,-0.112,-0.935,1
-0.984,0.768,-0.199,-0.599,-0.022,-0.525,-0.772,-0.415,-0.626,0.066,-0.255,-0.294,-1
-0.283,-0.16,0.311,0.56,-0.399,0.405,-0.911,0.74,0.967,0.575,-0.92,0.252,-1
-0.72,0.949,0.229,-0.892,0.687,-0.501,-0.883,0.803,0.186,-0.388,0.357,0.825,-1
0.466,-0.342,0.096,0.253,0.047,0.02,0.392,-0.45,0.888,-0.432,-0.447,-0.437,1
0.198,-0.218,0.513,0.731,0.616,0.591,0.467,-0.351,0.673,-0.59,-0.445,-0.952,1
0.053,0.525,-0.812,0.343,-0.26,-0.063,-0.643,-0.959,-0.272,-0.648,-0.374,-0.594,1
0.689,0.736,0.861,-0.777,0.592,-0.412,-0.661,-0.836,0.473,0.614,0.143,-0.258,1
0.08,0.598,-0.047,-0.152,-0.105,0.627,-0.24,-0.971,-0.288,-0.298,0.311,0.939,1
0.322,-0.169,-0.094,0.066,0.338,0.12,0.72,0.213,-0.98,0.401,-0.754,-0.307,-1
0.578,-0.867,0.516,0.004,-0.748,-0.819,0.126,0.937,0.388,0.471,0.342,-0.131,1
-0.418,0.8,-0.359,0.734,-0.904,0.959,-0.659,0.742,-0.987,0.457,-0.982,0.083,1
0.487,0.444,0.258,-0.378,-0.792,-0.517,-0.584,0.844,-0.46,0.434,-0.2,0.489,1
0.143,-0.097,0.564,0.942,0.039,0.147,0.72,-0.075,0.95,0.037,0.907,-0.437,1
0.552,0.403,0.982,0.729,0.898,-0.964,0.167,0.269,-0.904,-0.19,0.319,-0.987,-1
-0.882,-0.597,0.321,0.857,-0.353,-0.199,0.487,-0.459,-0.218,0.89,0.994,-0.09,1
-0.162,0.536,-0.625,-0.503,-0.631,-0.649,0.909,0.829,-0.724,0.798,0.236,-0.693,-1
0.559,-0.852,0.285,0.728,-0.924,0.773,-0.719,0.845,-0.004,0.217,0.907,-0.607,1
-0.239,0.581,0.95,0.053,0.145,0.784,-0.542,-0.001,-0.067,0.981,0.519,-0.717,1
0.498,-0.902,0.366,0.922,0.683,-0.428,-0.851,-0.477,0.611,-0.574,-0.046,0.974,1
0.507,0.504,-0.507,-0.268,-0.795,-0.999,0.486,-0.614,0.057,-0.784,0.118,0.902,1
0.377,0.075,-0.245,-0.323,0.028,-0.785,0.246,-0.601,0.949,0.264,-0.525,0.997,1
-0.654,-0.719,0.047,-0.009,-0.521,0.347,-0.969,-0.483,-0.558,-0.073,0.603,0.464,1
0.474,0.684,-0.115,-0.968,-0.627,-0.088,-0.15,-0.993,0.91,0.731,0.768,0.032,1
-0.36,0.063,-0.854,-0.326,-0.474,0.877,-0.461,-0.983,0.056,0.951,0.906,-0.479,1
-0.748,0.164,0.664,0.326,0.95,-0.688,0.497,-0.854,-0.706,0.314,-0.194,0.332,1
0.863,-0.71,-0.453,-0.163,0.112,0.246,-0.912,0.907,0.762,-0.555,0.211,-0.198,1
0.671,-0.096,0.581,-0.344,-0.99,0.353,-0.842,-0.699,0.698,0.916,0.174,0.274,1
-0.933,0.711,0.255,0.956,0.627,-0.556,0.377,0.656,0.157,-0.595,0.928,-0.299,1
-0.936,-0.163,0.55,0.106,0.557,0.783,0.286,0.104,0.461,-0.06,-0.422,0.299,1
0.825,-0.777,0.799,0.529,0.516,0.722,-0.279,-0.632,-0.141,0.343,-0.832,0.824,-1
0.252,0.217,-0.728,0.887,0.185,-0.124,-0.261,-0.493,-0.756,-0.137,-0.749,-0.387,1
0.42,0.226,0.956,-0.476,-0.84,0.946,0.774,-0.708,0.751,0.82,0.967,0.447,1
0.413,0.7,0.642,0.387,0.172,0.004,-0.856,0.961,-0.519,-0.241,0.301,0.031,1
0.052,0.413,0.63,-0.251,0.439,-0.029,0.308,0.584,0.147,0.688,-0.916,-0.294,-1
-0.848,-0.52,0.294,0.587,0.732,0.469,0.635,-0.393,-0.589,0.851,0.865,0.296,1
0.947,-0.648,-0.233,0.6,-0.601,-0.009,-0.871,-0.107,-0.703,0.932,-0.839,0.558,1
0.196,-0.762,-0.222,0.834,0.395,0.902,-0.722,0.433,0.253,0.669,0.583,-0.899,1
0.587,0.112,0.406,0.521,0.515,-0.377,-0.578,0.929,-0.706,0.552,-0.267,0.114,-1
0.545,0.181,0.307,0.932,-0.808,-0.921,0.559,-0.837,-0.683,0.245,0.794,-0.352,1
-0.169,-0.567,-0.699,0.797,-0.634,-0.755,-0.087,0.199,0.209,0.958,0.809,-0.235,1
0.156,0.442,0.184,-0.628,0.554,0.496,-0.325,0.215,-0.681,0.523,0.048,-0.341,-1
0.19,-0.373,0.498,0.996,0.071,-0.348,-0.37,0.671,0.956,-0.013,0.257,-0.172,1
-0.795,0.854,-0.567,0.601,0.662,-0.86,-0.868,-0.714,0.961,-0.083,0.124,-0.179,1
0.42,0.827,-0.445,-0.995,0.384,0.398,0.748,0.784,-0.454,0.568,-0.587,-0.985,-1
-0.675,-0.969,0.512,-0.229,-0.626,-0.979,-0.913,0.892,-0.477,-0.381,0.319,0.463,-1
-0.268,0.677,-0.54,0.746,-0.438,-0.222,0.529,0.314,-0.147,0.913,-0.118,0.603,1
0.768,-0.307,0.096,-0.621,0.415,-0.07,-0.449,-0.748,-0.775,0.99,0.177,0.543,1
0.485,0.11,-0.212,0.9,0.729,-0.302,-0.388,-0.524,0.107,-0.92,-0.885,-0.777,1
-0.966,0.374,-0.758,0.515,0.608,-0.822,-0.421,0.184,-0.994,-0.478,-0.855,-0.818,-1
-0.881,0.168,0.819,0.238,-0.87,-0.847,0.281,0.898,0.332,-0.528,0.52,-0.787,1
-0.823,-0.571,-0.509,-0.965,0.163,0.713,-0.001,0.667,0.802,0.059,-0.192,0.105,1
-0.51,0.639,0.604,0.796,0.567,-0.489,-0.506,-0.55,-0.604,0.47,-0.369,-0.471,1
0.681,-0.345,0.564,0.224,0.312,-0.176,0.384,0.98,-0.863,0.192,-0.206,-0.937,-1
0.772,0.017,-0.66,-0.575,0.284,0.322,0.35,-0.66,0.535,-0.422,0.885,-0.038,1
0.232,-0.202,0.876,0.098,0.046,-0.244,-0.899,-0.032,0.23,-0.378,-0.1,-0.94,1
-0.584,0.048,0.203,-0.953,-0.122,-0.211,-0.048,0.046,0.682,-0.399,0.27,-0.658,1
0.222,-0.863,-0.675,-0.813,-0.493,-0.811,0.631,-0.027,0.534,0.03,0.218,0.551,1
0.841,-0.452,-0.248,0.529,-0.773,0.055,-0.995,-0.551,-0.138,0.83,-0.816,0.515,1
0.099,0.971,-0.734,-0.078,0.581,0.224,-0.278,0.328,-0.518,-0.359,-0.607,-0.894,1
-0.939,-0.403,-0.706,0.062,-0.787,0.484,-0.132,0.362,-0.544,0.06,-0.883,0.628,-1
-0.085,-0.088,-0.955,-0.438,-0.245,-0.544,0.731,0.701,-0.068,0.683,-0.956,0.89,-1
0.85,-1.0,0.543,-0.112,0.628,0.591,-0.505,0.742,-0.293,0.677,0.916,-0.448,1
0.121,0.533,-0.607,0.87,0.253,-0.966,-0.041,-0.139,-0.537,-0.423,-0.496,-0.92,1
-0.025,0.672,-0.018,0.901,0.951,-0.001,0.228,-0.969,-0.34,-0.47,0.179,0.636,1
-0.269,-0.2,-0.304,0.733,-0.716,-0.798,-0.257,0.501,-0.301,-0.988,-0.64,-0.797,-1
0.116,0.368,0.244,-0.957,-0.338,0.874,0.558,0.987,-0.159,0.832,0.066,0.918,-1
-0.936,0.112,-0.687,0.303,-0.571,-0.803,0.077,0.487,-0.269,-0.145,0.012,0.36,-1
-0.57,0.498,-0.993,-0.658,-0.093,-0.865,0.836,-0.817,0.173,-0.403,0.273,-0.381,1
-0.288,-0.319,-0.053,-0.753,-0.761,0.744,0.685,-0.248,0.692,-0.067,-0.281,0.249,1
0.833,-0.034,-0.612,-0.797,-0.248,-0.748,0.101,-0.518,0.809,-0.301,0.407,0.816,1
-0.365,0.259,-0.406,0.153,-0.069,-0.962,0.42,-0.917,0.157,0.041,0.612,-0.229,1
-0.658,-0.597,0.914,-0.827,0.557,-0.473,0.495,0.917,-0.436,0.321,0.782,-0.398,1
0.316,0.809,-0.849,-0.826,-0.732,0.063,0.35,-0.519,0.612,0.878,0.59,0.587,1
-0.472,-0.233,0.134,-0.423,0.242,-0.616,-0.172,0.862,0.935,-0.452,0.745,0.684,1
0.836,-0.014,-0.922,-0.737,-0.946,-0.934,0.895,0.967,-0.697,-0.725,0.23,0.037,-1
0.341,-0.014,-0.543,-0.258,0.549,0.433,-0.938,0.839,-0.754,0.649,-0.12,0.224,-1
-0.027,-0.087,-0.351,-0.832,0.249,0.141,0.09,0.087,0.054,-0.795,-0.077,-0.38,-1
-0.645,-0.754,-0.736,-0.353,0.694,-0.826,0.297,0.906,0.574,0.929,0.531,0.047,1
0.834,0.281,-0.307,0.406,0.33,0.942,0.455,0.566,-0.714,0.408,0.673,0.776,-1
-0.26,-0.466,-0.507,-0.486,0.073,-0.847,0.641,0.643,-0.216,0.21,-0.644,-0.884,-1
0.589,-0.558,0.449,0.654,0.35,-0.633,0.135,0.111,0.046,-0.407,0.54,0.919,1
0.499,-0.47,0.06,-0.428,-0.066,-0.212,0.202,-0.711,0.997,0.773,0.879,-0.824,1
0.109,-0.505,0.616,-0.792,-0.683,-0.179,0.573,-0.545,-0.475,0.283,0.779,-0.751,1
0.583,0.205,0.826,0.286,-0.011,-0.517,0.851,0.403,0.679,0.715,0.542,0.739,1
-0.541,0.41,-0.085,-0.203,-0.427,-0.778,0.102,0.502,0.308,-0.867,-0.121,-0.802,-1
-0.855,-0.755,-0.473,0.182,0.922,0.326,0.678,0.1,-0.028,-0.561,-0.343,0.893,1
-0.313,0.504,-0.545,-0.795,-0.915,-0.072,0.047,0.744,-0.572,-0.698,0.347,-0.336,-1
-0.546,0.261,0.886,0.944,0.531,0.151,0.316,-0.912,0.457,0.004,0.282,0.053,1
0.035,0.605,-0.34,0.416,0.235,-0.786,0.441,0.048,-0.673,-0.166,-0.495,-0.019,-1
0.342,-0.885,0.106,0.095,0.788,-0.264,0.925,0.659,-0.291,-0.628,-0.344,0.258,1
-0.335,-0.951,-0.062,-0.567,-0.603,-0.543,-0.585,0.878,0.339,-0.328,0.283,0.138,-1
-0.405,0.506,-0.023,-0.521,-0.77,-0.55,0.886,-0.847,0.952,0.808,-0.629,0.7,1
0.565,-0.307,0.949,-0.995,0.188,0.432,0.299,-0.655,0.828,-0.274,-0.485,0.143,1
0.171,-0.385,0.686,-0.16,0.557,0.645,-0.186,-0.402,0.018,-0.707,-0.171,-0.456,1
0.387,0.831,-0.999,-0.514,0.134,-0.067,-0.109,0.239,0.062,0.646,-0.819,0.294,1
-0.33,-0.314,0.261,-0.826,-0.631,-0.702,-0.922,0.269,-0.931,-0.188,-0.604,0.932,-1
