@Relation iris_norm.arff

@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE class {Iris-setosa,Iris-versicolor,Iris-virginica}

@DATA
1.6383554656192072,-0.12454037930146059,1.1569427049526897,0.5258830956619822,Iris-virginica
1.8798820698873953,-0.5858010433809385,1.3269702089463902,0.9189850774691121,Iris-virginica
2.4836985805578653,1.7205022770164493,1.4969977129400913,1.050019071404822,Iris-virginica
0.6722490485464554,-0.5858010433809385,1.043591035623556,1.3120870592762424,Iris-virginica
0.5514857464123608,-0.5858010433809385,0.7602118623007217,0.39484910172627213,Iris-virginica
0.3099591421441726,-1.0470617074604156,1.043591035623556,0.263815107790562,Iris-virginica
2.242171976289677,-0.12454037930146059,1.3269702089463902,1.443121053211952,Iris-virginica
0.5514857464123608,0.7979809488574944,1.043591035623556,1.5741550471476622,Iris-virginica
0.6722490485464554,0.1060899527382784,0.9869152009589893,0.7879510835334022,Iris-virginica
0.18919584001007905,-0.12454037930146059,0.5901843583070212,0.7879510835334022,Iris-virginica
1.2760655592169254,0.1060899527382784,0.9302393662944227,1.1810530653405322,Iris-virginica
1.0345389549487372,0.1060899527382784,1.043591035623556,1.5741550471476622,Iris-virginica
1.2760655592169254,0.1060899527382784,0.7602118623007217,1.443121053211952,Iris-virginica
-0.05233076425810914,-0.8164313754206766,0.7602118623007217,0.9189850774691121,Iris-virginica
1.1553022570828306,0.3367202847780174,1.213618539617257,1.443121053211952,Iris-virginica
1.0345389549487372,0.5673506168177553,1.100266870288123,1.705189041083372,Iris-virginica
1.0345389549487372,-0.12454037930146059,0.8168876969652888,1.443121053211952,Iris-virginica
0.5514857464123608,-1.2776920395001545,0.7035360276361551,0.9189850774691121,Iris-virginica
0.793012350680549,-0.12454037930146059,0.8168876969652888,1.050019071404822,Iris-virginica
0.4307224442782672,0.7979809488574944,0.9302393662944227,1.443121053211952,Iris-virginica
0.0684325378759855,-0.12454037930146059,0.7602118623007217,0.7879510835334022,Iris-virginica
